id,level,spec_section,class,verdict,evidence,owning_tickets,tests,adrs,risk_rows,routing,note
SIG-IDENT-031,MUST,14.8 Public identifiers and stability (Q37),covered+tested,MET,tests/resolution/test_public_id.py:5;resolution/src/resolution/public_id.py:4,P05.1,tests/resolution/test_public_id.py:5,—,RISK-P3-08,—,
SIG-IDENT-032,MUST,14.8 Public identifiers and stability (Q37),covered+tested,MET,tests/resolution/test_public_id.py:70;resolution/src/resolution/public_id.py:10,P05.1,tests/resolution/test_public_id.py:70,ADR-029,RISK-P3-06,—,
SIG-IDENT-033,MUST,14.8 Public identifiers and stability (Q37),covered+tested,MET,tests/resolution/test_crosswalk.py:81;exports/src/exports/bundle.py:319,—,tests/resolution/test_crosswalk.py:81,ADR-048,RISK-P3-07,—,
SIG-IDENT-034,MUST,14.8 Public identifiers and stability (Q37),covered+tested,MET,tests/resolution/test_crosswalk.py:102;resolution/src/resolution/crosswalk.py:155,—,tests/resolution/test_crosswalk.py:102,—,—,—,
SIG-INGEST-001,MUST,21.1 The eight-stage pipeline,covered+tested,MET,tests/connectors/test_stages.py:4;connectors/src/connectors/__init__.py:14,P04.1,tests/connectors/test_stages.py:4,ADR-026,RISK-P4-04,—,
SIG-INGEST-002,MUST,21.1 The eight-stage pipeline,covered+tested,MET,tests/connectors/test_stages.py:43;connectors/src/connectors/flock_portal.py:248,—,tests/connectors/test_stages.py:43,ADR-026,RISK-P4-02,—,
SIG-INGEST-003,MUST,21.1 The eight-stage pipeline,covered+tested,MET,tests/connectors/test_audit_structural.py:425;connectors/src/connectors/flock_portal.py:719,P04.3;P11.2,tests/connectors/test_audit_structural.py:425,ADR-026,RISK-P11-05;RISK-P11-06;RISK-P11-14,—,
SIG-INGEST-004,MUST,21.2 Claim identity and re-extraction,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3429,—,—,—,—,P20.1:backlog,ingestion-framework MUST (extractor_version identity / re-extraction / change-detection / manual-acq) not cited or tested by id - verify
SIG-INGEST-005,MUST,21.2 Claim identity and re-extraction,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3433,—,—,—,—,P20.1:backlog,ingestion-framework MUST (extractor_version identity / re-extraction / change-detection / manual-acq) not cited or tested by id - verify
SIG-INGEST-006,MUST,"21.3 Source classes and incrementality (Q23, Q24)",deferred(RISK),PARTIAL,docs/2_canonical_design_spec.md:3444,—,—,—,RISK-P4-05;RISK-P4-06,P20.1:backlog,referenced only in risk register (compensating control); verify
SIG-INGEST-007,MUST,"21.3 Source classes and incrementality (Q23, Q24)",covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3459,—,—,—,—,P20.1:backlog,ingestion-framework MUST (extractor_version identity / re-extraction / change-detection / manual-acq) not cited or tested by id - verify
SIG-INGEST-008,MUST,"21.3 Source classes and incrementality (Q23, Q24)",covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3463,—,—,—,—,P20.1:backlog,ingestion-framework MUST (extractor_version identity / re-extraction / change-detection / manual-acq) not cited or tested by id - verify
SIG-INGEST-009,MUST,21.4 Source disappearance is data,covered+tested,MET,tests/connectors/test_connector_disappearance.py:4;connectors/src/connectors/__init__.py:24,—,tests/connectors/test_connector_disappearance.py:4,—,—,—,
SIG-INGEST-010,MUST,21.4 Source disappearance is data,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3473,—,—,—,—,P20.1:backlog,claimed (PR/traceability) but no code or test evidence
SIG-INGEST-011,MUST,21.5 Politeness and access,covered+tested,MET,tests/connectors/test_audit_structural.py:71;connectors/src/connectors/flock_portal.py:785,P07.2,tests/connectors/test_audit_structural.py:71,ADR-026,—,—,
SIG-INGEST-012,MUST,21.5 Politeness and access,covered+tested,MET,tests/connectors/test_net.py:29;connectors/src/connectors/net.py:14,—,tests/connectors/test_net.py:29,ADR-026,—,—,
SIG-INGEST-013,MUST,21.5 Politeness and access,covered+tested,MET,tests/connectors/test_net.py:57;connectors/src/connectors/records.py:737,—,tests/connectors/test_net.py:57,ADR-026,—,—,
SIG-INGEST-014,MUST,21.5 Politeness and access,covered+tested,MET,tests/connectors/test_loader_gate.py:4;connectors/src/connectors/cli.py:15,—,tests/connectors/test_loader_gate.py:4,ADR-026,RISK-P4-03,—,
SIG-INGEST-015,MUST,21.6 Lineage,covered+tested,MET,tests/connectors/test_lineage.py:4;connectors/src/connectors/__init__.py:25,P02.3,tests/connectors/test_lineage.py:4,ADR-026,—,—,
SIG-INGEST-016,MUST,21.6 Lineage,covered+tested,MET,tests/connectors/test_lineage.py:56;connectors/src/connectors/lineage.py:11;tests/db/test_claim_sink.py:78,P02.3,tests/connectors/test_lineage.py:56;tests/db/test_claim_sink.py:78,ADR-026;ADR-059,RISK-P2-11;RISK-P2-01,—,Closed P19.4 (closed_by=P19.4): PgClaimSink persists connector claims to PG with ingest_run lineage (db/claim_sink.py)
SIG-INGEST-017,MUST,21.7 Backfill and replay,covered+tested,MET,tests/connectors/test_replay.py:4;connectors/src/connectors/__init__.py:22;tests/db/test_claim_sink.py:78,—,tests/connectors/test_replay.py:4;tests/db/test_claim_sink.py:78,ADR-026;ADR-059,RISK-P4-01,—,Closed P19.4 (closed_by=P19.4): PgClaimSink is idempotent on the content digest across replays (db/claim_sink.py)
SIG-INGEST-018,MUST,21.7 Backfill and replay,covered+tested,MET,tests/connectors/test_replay.py:40;connectors/src/connectors/isolation.py:9,—,tests/connectors/test_replay.py:40,ADR-026,—,—,
SIG-INGEST-019,MUST,21.7 Backfill and replay,covered+tested,MET,tests/connectors/test_replay.py:57;connectors/src/connectors/stages.py:273,—,tests/connectors/test_replay.py:57,ADR-026,—,—,
SIG-INGEST-020,SHOULD,21.8 Orchestration,covered+untested,MET,orchestration/src/orchestration/pipeline.py:13,—,—,ADR-016,RISK-P7-06;RISK-P5-11,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-INGEST-021,MUST,21.8 Orchestration,covered+tested,MET,tests/connectors/test_audit_structural.py:122;connectors/src/connectors/__init__.py:28,P04.2;P04.3;P11.2,tests/connectors/test_audit_structural.py:122,ADR-016;ADR-028,—,—,
SIG-INGEST-022,MUST,21.8 Orchestration,covered+untested,MET,ADR-016,—,—,ADR-016,—,—,"design recorded in ADR (ADR-016); implemented, not id-stamped in code"
SIG-INGEST-023,MUST,22.1 Structure,covered+tested,MET,tests/unit/test_source_registry.py:4;connectors/src/connectors/registry.py:4,P00.4,tests/unit/test_source_registry.py:4,ADR-021,—,—,
SIG-INGEST-024,MUST,22.1 Structure,covered+tested,MET,tests/unit/test_source_registry.py:81;connectors/src/connectors/registry.py:17,P00.4,tests/unit/test_source_registry.py:81,ADR-021,RISK-P0-16,—,
SIG-INGEST-025,MUST,"22.2 The access matrix, as verified",covered+untested,MET,connectors/src/connectors/cli.py:10,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-INGEST-025a,MUST,22.3 Sources the outline does not name,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3631,—,—,—,—,P20.1:backlog,records-acquisition/statute-citation modelling sub-reqs (records_request P10.3 exists) not verified by id-linked test
SIG-INGEST-025b,MUST,22.3 Sources the outline does not name,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3646,—,—,—,—,P20.1:backlog,records-acquisition/statute-citation modelling sub-reqs (records_request P10.3 exists) not verified by id-linked test
SIG-INGEST-025c,MUST,22.3 Sources the outline does not name,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3656,—,—,—,—,P20.1:backlog,records-acquisition/statute-citation modelling sub-reqs (records_request P10.3 exists) not verified by id-linked test
SIG-INGEST-026,MUST,22.3 Sources the outline does not name,covered+tested,MET,tests/unit/test_source_registry.py:158;connectors/src/connectors/procurement.py:564,—,tests/unit/test_source_registry.py:158,—,—,—,
SIG-INGEST-027,MUST,22.4 The compact and its enforcement,covered+tested,MET,tests/unit/test_source_registry.py:62;connectors/src/connectors/registry.py:22,P00.4,tests/unit/test_source_registry.py:62,ADR-021,—,—,
SIG-INGEST-028,MUST,22.4 The compact and its enforcement,covered+tested,MET,tests/connectors/test_audit_structural.py:98;connectors/src/connectors/registry.py:13,P00.4;P04.3,tests/connectors/test_audit_structural.py:98,ADR-021;ADR-026,—,—,
SIG-INGEST-029,MUST,22.4 The compact and its enforcement,covered+untested,MET,connectors/src/connectors/cli.py:10,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-INGEST-030,MUST,22.5 The Eyes on Flock dependency,covered+tested,MET,tests/unit/test_source_registry.py:213;connectors/src/connectors/cli.py:10,P00.4;P11.1,tests/unit/test_source_registry.py:213,ADR-042,RISK-P0-20;RISK-P11-01;RISK-P0-17,—,
SIG-INGEST-030a,MUST,22.5 The Eyes on Flock dependency,covered+untested,MET,ADR-042-the-,—,—,ADR-042,RISK-P0-17;RISK-P0-20;RISK-P11-01;RISK-P11-07,—,"design recorded in ADR (ADR-042); implemented, not id-stamped in code"
SIG-INGEST-030b,MUST,22.5 The Eyes on Flock dependency,covered+tested,MET,tests/connectors/test_flock_portal.py:240;connectors/src/connectors/flock_portal.py:27,P11.1,tests/connectors/test_flock_portal.py:240,ADR-042,—,—,
SIG-INGEST-030c,MUST,22.5 The Eyes on Flock dependency,covered+tested,MET,tests/connectors/test_flock_portal.py:100;connectors/src/connectors/flock_portal.py:24,P11.1,tests/connectors/test_flock_portal.py:100,ADR-042,RISK-P11-04,—,
SIG-INGEST-031,MUST,22.5 The Eyes on Flock dependency,covered+tested,MET,tests/connectors/test_flock_portal.py:428;connectors/src/connectors/flock_portal.py:46,P11.1,tests/connectors/test_flock_portal.py:428,ADR-042,RISK-P11-01;RISK-P0-17,—,
SIG-INGEST-032,SHOULD,22.5 The Eyes on Flock dependency,covered+untested,MET,connectors/src/connectors/cli.py:10,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-INGEST-033,MUST,23.1 Universal connector rules,covered+tested,MET,tests/connectors/test_atlas.py:154;connectors/src/connectors/flock_portal.py:21,P04.3;P07.2;P13.1,tests/connectors/test_atlas.py:154,ADR-028;ADR-034;ADR-035,RISK-P13-03,—,
SIG-INGEST-034,MUST,23.1 Universal connector rules,covered+tested,MET,tests/connectors/test_atlas.py:193;connectors/src/connectors/procurement.py:50,P04.3;P07.2,tests/connectors/test_atlas.py:193,ADR-028;ADR-034;ADR-035,RISK-P13-07,—,
SIG-INGEST-035,MUST,23.4 `flock_portal` — via the aggregator API,covered+tested,MET,tests/connectors/test_flock_portal.py:173;connectors/src/connectors/flock_portal.py:10,P11.1;P11.2,tests/connectors/test_flock_portal.py:173,ADR-042;ADR-043,RISK-P11-05,—,
SIG-INGEST-036,MUST,26. Crawler conduct,covered+tested,MET,tests/connectors/test_accountability.py:214;connectors/src/connectors/flock_portal.py:14,P00.2;P07.2,tests/connectors/test_accountability.py:214,ADR-034;ADR-035,RISK-P7-08;RISK-P11-02;RISK-P13-05,—,
SIG-INGEST-037,MUST,26. Crawler conduct,covered+untested,MET,connectors/src/connectors/records.py:35,P07.2,—,ADR-034,RISK-P0-06,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-INGEST-038,MUST,22.6 The seeded source registry,covered+tested,MET,tests/unit/test_source_registry.py:43;connectors/src/connectors/_data.py:6,—,tests/unit/test_source_registry.py:43,ADR-021,RISK-P0-15,—,
SIG-INGEST-039,MUST,22.6 The seeded source registry,covered+tested,MET,tests/unit/test_local_group_registry.py:4;connectors/src/connectors/cli.py:10,—,tests/unit/test_local_group_registry.py:4,ADR-021,—,—,
SIG-INGEST-039a,MUST,22.6 The seeded source registry,covered+tested,MET,tests/unit/test_local_group_registry.py:47;connectors/src/connectors/ecosystem.py:12,P00.4,tests/unit/test_local_group_registry.py:47,—,—,—,
SIG-INGEST-039b,MUST,22.6 The seeded source registry,covered+tested,MET,tests/unit/test_local_group_registry.py:58;connectors/src/connectors/ecosystem.py:14,P00.4,tests/unit/test_local_group_registry.py:58,—,—,—,
SIG-INGEST-040,MUST,22.6 The seeded source registry,covered+tested,MET,tests/unit/test_local_group_registry.py:67;connectors/src/connectors/cli.py:10,P00.4,tests/unit/test_local_group_registry.py:67,—,—,—,
SIG-INGEST-041,MUST,22.7 The Data Library specialist-dataset backlog,deferred(RISK),PARTIAL,docs/2_canonical_design_spec.md:4007,—,—,—,RISK-P17-02;RISK-P17-08;RISK-P17-13,P20.1:backlog,referenced only in risk register (compensating control); verify
SIG-INGEST-042,MUST,22.7 The Data Library specialist-dataset backlog,covered+tested,MET,tests/connectors/test_coarse_international.py:4;connectors/src/connectors/coarse_international.py:9,P18.1,tests/connectors/test_coarse_international.py:4,ADR-056,—,—,
SIG-INGEST-043,MUST,23.9 `data_driven` — the vendor-neutral historical ALPR netw,unreferenced,MISSING,docs/2_canonical_design_spec.md:4288,—,—,—,—,P21.8,Data Driven releases as first-class source never built (DECISION_MEMO 5.5)
SIG-INGEST-043a,MUST,23.9 `data_driven` — the vendor-neutral historical ALPR netw,unreferenced,MISSING,docs/2_canonical_design_spec.md:4300,—,—,—,—,P21.8,Data Driven releases as first-class source never built (DECISION_MEMO 5.5)
SIG-INGEST-043b,MUST,23.9 `data_driven` — the vendor-neutral historical ALPR netw,unreferenced,MISSING,docs/2_canonical_design_spec.md:4311,—,—,—,—,P21.8,Data Driven releases as first-class source never built (DECISION_MEMO 5.5)
SIG-INGEST-043c,MUST,23.9 `data_driven` — the vendor-neutral historical ALPR netw,unreferenced,MISSING,docs/2_canonical_design_spec.md:4315,—,—,—,—,P21.8,Data Driven releases as first-class source never built (DECISION_MEMO 5.5)
SIG-INGEST-043d,MUST,23.9 `data_driven` — the vendor-neutral historical ALPR netw,unreferenced,MISSING,docs/2_canonical_design_spec.md:4322,—,—,—,—,P21.8,Data Driven releases as first-class source never built (DECISION_MEMO 5.5)
SIG-INGEST-044,RATIONALE,23.9 `data_driven` — the vendor-neutral historical ALPR netw,rationale-only,N/A-RATIONALE,docs/2_canonical_design_spec.md:4328,—,—,—,—,—,rationale for the Data Driven source class
SIG-INGEST-045,MUST,23.2 `osm` — physical assets,covered+tested,MET,tests/connectors/test_osm.py:205;connectors/src/connectors/osm.py:14,P04.2,tests/connectors/test_osm.py:205,ADR-027,—,—,
SIG-INGEST-045a,MUST,23.2 `osm` — physical assets,covered+tested,MET,tests/connectors/test_osm.py:258;connectors/src/connectors/osm.py:24,P04.2,tests/connectors/test_osm.py:258,ADR-027,—,—,
SIG-INGEST-045b,RATIONALE,23.2 `osm` — physical assets,rationale-only,N/A-RATIONALE,tests/connectors/test_osm.py:134;connectors/src/connectors/osm.py:20,P04.2,tests/connectors/test_osm.py:134,ADR-027,—,—,rationale statement (Part 0 3.1); no build obligation
SIG-INGEST-045c,MUST,23.2 `osm` — physical assets,covered+untested,MET,connectors/src/connectors/osm.py:53,—,—,ADR-027,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-INGEST-045d,MUST,23.2 `osm` — physical assets,covered+tested,MET,tests/connectors/test_osm.py:388;connectors/src/connectors/osm.py:306,P04.2,tests/connectors/test_osm.py:388,ADR-027,RISK-P4-06;RISK-P4-04,—,
SIG-INGEST-045e,MUST,23.2 `osm` — physical assets,covered+tested,MET,tests/connectors/test_osm.py:319;connectors/src/connectors/osm.py:27,P04.2,tests/connectors/test_osm.py:319,ADR-027,—,—,
SIG-INGEST-045f,MUST,23.2 `osm` — physical assets,covered+tested,MET,tests/connectors/test_osm.py:141;connectors/src/connectors/osm.py:62,—,tests/connectors/test_osm.py:141,ADR-027,—,—,
SIG-INGEST-045g,MUST,23.2 `osm` — physical assets,covered+tested,MET,tests/connectors/test_osm.py:285;connectors/src/connectors/osm.py:32,P04.2,tests/connectors/test_osm.py:285,ADR-027,—,—,
SIG-INGEST-045h,MUST,23.2 `osm` — physical assets,covered+tested,MET,tests/connectors/test_osm.py:393;connectors/src/connectors/osm.py:308,—,tests/connectors/test_osm.py:393,ADR-027,RISK-P4-06;RISK-P4-04,—,
SIG-INGEST-045i,MUST,23.2 `osm` — physical assets,covered+tested,MET,tests/connectors/test_osm.py:401;connectors/src/connectors/osm.py:316,—,tests/connectors/test_osm.py:401,ADR-027,—,—,
SIG-INGEST-045j,MUST,23.2 `osm` — physical assets,covered+tested,MET,tests/connectors/test_osm.py:417;connectors/src/connectors/osm.py:372,—,tests/connectors/test_osm.py:417,ADR-027,—,—,
SIG-INGEST-046,MUST,23.7 `audit_structural` — HIBF / agency audit exports,covered+tested,MET,tests/connectors/test_audit_structural.py:285;connectors/src/connectors/audit_structural.py:43,P11.2,tests/connectors/test_audit_structural.py:285,—,RISK-P11-11,—,
SIG-INGEST-046a,MUST,23.7 `audit_structural` — HIBF / agency audit exports,covered+untested,MET,connectors/src/connectors/audit_structural.py:13,P11.2,—,ADR-043,RISK-P11-09;RISK-P18-13,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-INGEST-046b,MUST,23.7 `audit_structural` — HIBF / agency audit exports,unreferenced,MISSING,docs/2_canonical_design_spec.md:4246,—,—,—,—,P21.3,"robots.txt / rights-reservation live-fetch compliance not built (no live transport, LD-F03)"
SIG-INGEST-046c,MUST,23.7 `audit_structural` — HIBF / agency audit exports,unreferenced,MISSING,docs/2_canonical_design_spec.md:4251,—,—,—,—,P21.3,"robots.txt / rights-reservation live-fetch compliance not built (no live transport, LD-F03)"
SIG-INGEST-047,MUST,"23.6 `procurement` — cooperative vehicles, USAspending, agen",covered+tested,MET,tests/connectors/test_procurement.py:12;connectors/src/connectors/procurement.py:125,P07.3,tests/connectors/test_procurement.py:12,ADR-035,—,—,
SIG-INGEST-048,MUST,22.6 The seeded source registry,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3911,—,—,—,—,P20.1:backlog,Phase-0 registration of the four post-mid-2025 sources not verified against sources.toml by id
SIG-INGEST-048a,RATIONALE,22.6 The seeded source registry,rationale-only,N/A-RATIONALE,docs/2_canonical_design_spec.md:3926,—,—,—,—,—,rationale statement (Part 0 3.1); no build obligation
SIG-INGEST-048b,MUST,22.6 The seeded source registry,covered+tested,MET,tests/unit/test_source_registry.py:227,—,tests/unit/test_source_registry.py:227,—,RISK-P0-18,—,
SIG-INGEST-049,MUST,22.6 The seeded source registry,unreferenced,MISSING,docs/2_canonical_design_spec.md:3939,—,—,—,—,P21.9,municipal surveillance-ordinance disclosure connector class not built
SIG-INGEST-049a,MUST,22.6 The seeded source registry,unreferenced,MISSING,docs/2_canonical_design_spec.md:3943,—,—,—,—,P21.9,coarse-international connector class content path beyond LINK not built (LD-H12)
SIG-INGEST-049b,MUST,22.6 The seeded source registry,unreferenced,MISSING,docs/2_canonical_design_spec.md:3951,—,—,—,—,P21.9,coarse-international connector class content path beyond LINK not built (LD-H12)
SIG-INGEST-049c,SHOULD,22.6 The seeded source registry,unreferenced,MISSING,docs/2_canonical_design_spec.md:3956,—,—,—,—,P21.9,three self-paying connectors (SHOULD) not built
SIG-INGEST-049d,MUST,22.6 The seeded source registry,unreferenced,MISSING,docs/2_canonical_design_spec.md:3961,—,—,—,—,P21.9,coarse-international connector class content path beyond LINK not built (LD-H12)
SIG-INGEST-049e,MUST,22.6 The seeded source registry,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3967,—,—,—,—,P21.9,coarse-international ingestion scaffolded (P18); live population deferred
SIG-INGEST-049f,MUST,22.6 The seeded source registry,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3972,—,—,—,—,P21.9,coarse-international ingestion scaffolded (P18); live population deferred
SIG-INGEST-050,MUST,22.6 The seeded source registry,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:3979,—,—,—,—,P21.9,coarse-international ingestion scaffolded (P18); live population deferred
SIG-LIC-001,MUST,42.1 Rights as first-class data,covered+tested,MET,tests/unit/test_source_registry.py:97;connectors/src/connectors/registry.py:20,P00.2;P00.4,tests/unit/test_source_registry.py:97,ADR-009;ADR-021,RISK-P0-16;RISK-P0-19,—,
SIG-LIC-002,MUST,42.1 Rights as first-class data,covered+untested,MET,policy/src/policy/rights.py:4,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-LIC-003,MUST,42.1 Rights as first-class data,covered+tested,MET,tests/unit/test_source_registry.py:81;connectors/src/connectors/registry.py:17,—,tests/unit/test_source_registry.py:81,ADR-009;ADR-021,—,—,
SIG-LIC-004,MUST,42.1 Rights as first-class data,covered+tested,MET,tests/unit/test_source_registry.py:238;connectors/src/connectors/registry.py:26,P00.2;P00.4;P14.1;P14.2,tests/unit/test_source_registry.py:238,ADR-021;ADR-048,RISK-P0-01;RISK-P3-07;RISK-P14-06,—,
SIG-LIC-004a,MUST,42.2 SIG's own licences,covered+tested,MET,tests/connectors/test_flock_portal.py:173;connectors/src/connectors/flock_portal.py:80,P00.2;P11.1;P14.2,tests/connectors/test_flock_portal.py:173,ADR-009;ADR-011;ADR-042,RISK-P11-03,—,
SIG-LIC-004b,MUST,42.2 SIG's own licences,covered+tested,MET,tests/connectors/test_flock_portal.py:256;connectors/src/connectors/flock_portal.py:51,P00.2;P11.1,tests/connectors/test_flock_portal.py:256,ADR-042,—,—,
SIG-LIC-004c,MUST,42.2 SIG's own licences,covered+untested,MET,policy/src/policy/licensing.py:20,—,—,ADR-030,RISK-P5-10,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-LIC-005,MUST,42.2 SIG's own licences,covered+tested,MET,tests/unit/test_policy_licensing.py:140;exports/src/exports/bundle.py:46,P00.2,tests/unit/test_policy_licensing.py:140,—,—,—,
SIG-LIC-006,MUST,"42.3 The ODbL posture (Q13, Q14)",covered+tested,MET,tests/connectors/test_osm.py:344;connectors/src/connectors/osm.py:57,P04.2,tests/connectors/test_osm.py:344,ADR-011;ADR-027,RISK-P4-07;RISK-P4-06,—,
SIG-LIC-007,RATIONALE,"42.3 The ODbL posture (Q13, Q14)",rationale-only,N/A-RATIONALE,tasks/src/tasks/contribution.py:499,—,—,—,—,—,rationale statement (Part 0 3.1); no build obligation
SIG-LIC-007a,MUST,"42.3a The contribution licence conflict, and its resolution",covered+tested,MET,tests/unit/test_policy_licensing.py:200;policy/src/policy/licensing.py:58,P16.2,tests/unit/test_policy_licensing.py:200,ADR-055,RISK-P16-16,—,
SIG-LIC-007b,MUST,"42.3a The contribution licence conflict, and its resolution",covered+untested,MET,ADR-055-no-d,—,—,ADR-055,—,—,"design recorded in ADR (ADR-055); implemented, not id-stamped in code"
SIG-LIC-007c,MUST,"42.3a The contribution licence conflict, and its resolution",covered+untested,MET,tasks/src/tasks/contribution.py:583,—,—,ADR-055,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-LIC-008,MUST,"42.3a The contribution licence conflict, and its resolution",covered+untested,MET,exports/src/exports/formats.py:24,—,—,—,—,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-LIC-009,MUST,"42.3a The contribution licence conflict, and its resolution",covered+untested,MET,ADR-011-the-,P16.2,—,ADR-011,RISK-P16-16,—,"design recorded in ADR (ADR-011); implemented, not id-stamped in code"
SIG-LIC-009a,MUST,42.4 Export-time computation,covered+tested,MET,tests/unit/test_policy_licensing.py:105;connectors/src/connectors/records.py:964,P00.2;P14.2,tests/unit/test_policy_licensing.py:105,ADR-048,RISK-P0-02;RISK-P14-13,—,
SIG-LIC-010,MUST,42.4 Export-time computation,covered+tested,MET,tests/connectors/test_osm.py:344;connectors/src/connectors/cli.py:17,P04.1;P04.2;P14.2,tests/connectors/test_osm.py:344,ADR-009;ADR-026;ADR-048,RISK-P4-03;RISK-P14-11,—,
SIG-LIC-011,MUST,42.4 Export-time computation,covered+tested,MET,tests/unit/test_policy_licensing.py:144;exports/src/exports/compartments.py:25,P00.2;P14.2,tests/unit/test_policy_licensing.py:144,ADR-048,RISK-P14-14,—,
SIG-LIC-012,MUST,42.5 Reusability,covered+untested,PARTIAL,docs/2_canonical_design_spec.md:6079,—,—,—,—,P20.1:backlog,open code shipped (Apache-2.0); open data/models/reproducibility bundle pending first publication
SIG-LLM-001,MAY,25.1 Permitted uses,covered+tested,MET,tests/parsing/test_extraction.py:4;resolution/src/resolution/review_queue.py:150,P05.2,tests/parsing/test_extraction.py:4,ADR-030,RISK-P5-10,—,
SIG-LLM-002,MUST,25.2 Prohibited uses,covered+tested,MET,tests/resolution/test_review_queue.py:8;resolution/src/resolution/review_queue.py:20,P05.2,tests/resolution/test_review_queue.py:8,ADR-030,RISK-P5-07,—,
SIG-LLM-003,MUST,25.3 Required scaffolding,covered+tested,MET,tests/parsing/test_cli_extraction.py:6;parsing/src/parsing/__init__.py:24,P05.2,tests/parsing/test_cli_extraction.py:6,ADR-030,—,—,
SIG-LLM-004,MUST,25.3 Required scaffolding,covered+tested,MET,tests/parsing/test_extraction.py:4;resolution/src/resolution/review_queue.py:317,P05.2,tests/parsing/test_extraction.py:4,ADR-030,RISK-P5-08,—,
SIG-LLM-005,MUST,25.3 Required scaffolding,covered+tested,MET,tests/parsing/test_extraction.py:4;parsing/src/parsing/__init__.py:24,P05.2,tests/parsing/test_extraction.py:4,ADR-030,—,—,
SIG-LLM-006,MUST,25.3 Required scaffolding,covered+tested,MET,tests/parsing/test_extraction.py:4;parsing/src/parsing/__init__.py:24,P05.2,tests/parsing/test_extraction.py:4,ADR-030,RISK-P5-11;RISK-P5-05,—,
SIG-LLM-007,MUST,25.3 Required scaffolding,covered+tested,MET,tests/parsing/test_extraction.py:4;parsing/src/parsing/__init__.py:24,P05.2,tests/parsing/test_extraction.py:4,ADR-030,RISK-P5-09,—,
SIG-METRIC-001,MUST,32.1 The coverage record,covered+tested,MET,tests/unit/test_absence.py:93;tasks/src/tasks/dispositions.py:16,P09.1,tests/unit/test_absence.py:93,ADR-038,RISK-P9-01,—,
SIG-METRIC-002,MUST,32.1 The coverage record,covered+tested,MET,tests/tasks/test_tasks_dispositions.py:89;tasks/src/tasks/dispositions.py:71,—,tests/tasks/test_tasks_dispositions.py:89,ADR-038,—,—,
SIG-METRIC-002a,MUST,32.1 The coverage record,covered+tested,MET,tests/connectors/test_procurement.py:12;connectors/src/connectors/procurement.py:41,P07.3,tests/connectors/test_procurement.py:12,ADR-035;ADR-038,RISK-P7-14;RISK-P7-16;RISK-P9-02,—,
SIG-METRIC-003,MUST,32.2 Published denominators,covered+untested,MET,inference/src/inference/coverage.py:150,—,—,ADR-038,RISK-P9-04,—,implemented; no id-linked automated test (RISK-P19-04)
SIG-METRIC-004,MUST,32.2 Published denominators,covered+tested,MET,tests/inference/test_denominators.py:7;inference/src/inference/denominators.py:15,—,tests/inference/test_denominators.py:7,ADR-038,—,—,
SIG-METRIC-005,MUST,32.3 Provenance completeness,covered+tested,MET,tests/inference/test_denominators.py:8;inference/src/inference/denominators.py:16,—,tests/inference/test_denominators.py:8,ADR-038,RISK-P9-07,—,
SIG-METRIC-006,MUST,32.4 Freshness,covered+tested,MET,tests/inference/test_freshness.py:7;inference/src/inference/freshness.py:7,P15.5,tests/inference/test_freshness.py:7,ADR-038;ADR-053,RISK-P9-05,—,
SIG-METRIC-007,MUST,32.4 Freshness,covered+tested,MET,tests/inference/test_freshness.py:51;web/tests/unit/metrics.test.ts:14;inference/src/inference/freshness.py:14,—,tests/inference/test_freshness.py:51,ADR-038;ADR-053,—,—,
SIG-METRIC-008,MUST,32.5 Completeness estimation — and why capture–recapture is ,covered+tested,MET,tests/inference/test_completeness.py:8;web/tests/unit/metrics.test.ts:52;inference/src/inference/completeness.py:8,P15.5,tests/inference/test_completeness.py:8,ADR-038;ADR-053,RISK-P9-06;RISK-P15-27,—,
SIG-METRIC-008a,MUST,32.5 Completeness estimation — and why capture–recapture is ,covered+tested,MET,tests/inference/test_completeness.py:34;inference/src/inference/completeness.py:9,—,tests/inference/test_completeness.py:34,ADR-038,—,—,
